,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
1251,Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,zijsron
1253,Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,clavata
1255,Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Conservation Dependent,Animalia,Chondrichthyes,Triakidae,Galeorhinus,galeus
1260,Caladenia lodgeana,Lodge's SpiderNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,lodgeana
1261,Caladenia procera,Carbunup King Spider Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,procera
1262,Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,barbarella
1263,Caladenia drakeoides,Hinged Dragon Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,drakeoides
1264,Caladenia luteola,Lemon Spider Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,luteola
1265,Caladenia williamsiae,Williams Spider Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,williamsiae
1267,Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),Vulnerable,Animalia,Chondrichthyes,Carcharhinidae,Carcharias,taurus
1270,Seriolella brama,Blue Warehou,Conservation Dependent,Animalia,Actinopterygii,Centrolophidae,Seriolella,brama
1271,Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Animalia,Actinopterygii,Scombridae,Thunnus,maccoyii
1287,Rostratula australis,Australian Painted Snipe,Endangered,Animalia,Aves,Rostratulidae,Rostratula,australis
1296,Ogyris subterrestris petrina,Arid Bronze Azure,Critically Endangered,Animalia,Insecta,Lycaenidae,Ogyris,subterrestris
1303,Gastrolobium modestum,BroadNaleaved Gastrolobium,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,modestum
1304,Gastrolobium diabolophyllum,Bodallin Poison,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,diabolophyllum
1305,Gastrolobium luteifolium,YellowNaleafed Gastrolobium,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,luteifolium
1306,Gastrolobium papilio,ButterflyNaleaved Gastrolobium,Endangered,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,papilio
1317,Cherax tenuimanus,"Hairy Marron, Margaret River Hairy Marron, Margaret River Marron",Critically Endangered,Animalia,Malacostraca,Parastacidae,Cherax,tenuimanus
1325,Ordtrachia septentrionalis,Rosewood Keeled Snail,Critically Endangered,Animalia,Gastropoda,Camaenidae,Ordtrachia,septentrionalis
1335,Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Plantae,Magnoliopsida,Apiaceae,Brachyscias,verecundus
1336,Stachystemon nematophorus,ThreeNaflowered Stachystemon,Vulnerable,Plantae,Magnoliopsida,Euphorbiaceae,Stachystemon,nematophorus
1337,Acacia splendens,"Splendid Wattle, Dandaragan Wattle",Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,splendens
1354,Calectasia pignattiana,Stilted Tinsel Lily,Vulnerable,Plantae,Liliopsida,Dasypogonaceae,Calectasia,pignattiana
1355,Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),"FineNaleaved Apium, Porongurup Celery",Vulnerable,Plantae,Magnoliopsida,Apiaceae,Apium,prostratum
1365,Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
1373,Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Animalia,Aves,Rallidae,Lewinia,pectoralis
1374,Turnix varius scintillans,Painted ButtonNaquail (Houtman Abrolhos),Vulnerable,Animalia,Aves,Turnicidae,Turnix,varius
1376,Glyphis garricki,"Northern River Shark, New Guinea River Shark",Endangered,Animalia,Chondrichthyes,Carcharhinidae,Glyphis,garricki
1377,Chamelaucium sp. Cataby (G.J.Keighery 11009),Griffin's Waxflower,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Chamelaucium,sp. Cataby (G.J.Keighery 11009)
1378,Isopogon robustus,Robust Coneflower,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Isopogon,robustus
1379,Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Plantae,Magnoliopsida,Chenopodiaceae,Tecticornia,flabelliformis
1380,Jacksonia velveta,Collie Jacksonia,Endangered,Plantae,Magnoliopsida,Fabaceae,Jacksonia,velveta
1381,Engaewa pseudoreducta,Margaret River Burrowing Crayfish,Critically Endangered,Animalia,Malacostraca,Parastacidae,Engaewa,pseudoreducta
1382,Engaewa reducta,Dunsborough Burrowing Crayfish,Critically Endangered,Animalia,Malacostraca,Parastacidae,Engaewa,reducta
1383,Engaewa walpolea,Walpole Burrowing Crayfish,Endangered,Animalia,Malacostraca,Parastacidae,Engaewa,walpolea
1387,Banksia montana,Stirling Range Dryandra,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,montana
1389,Tecticornia bulbosa,LargeNaarticled Samphire,Vulnerable,Plantae,Magnoliopsida,Chenopodiaceae,Tecticornia,bulbosa
1390,Banksia anatona,Cactus Dryandra,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,anatona
1391,Banksia pseudoplumosa,False PlumedNaBanksia,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,pseudoplumosa
1392,Banksia aurantia,Orange Dryandra,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,aurantia
1393,Banksia ionthocarpa,Kamballup Dryandra,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,ionthocarpa
1394,Banksia mimica,Summer Honeypot,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,mimica
1395,Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,nivea
1396,Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,serratuloides
1397,Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Banksia,serratuloides
1398,Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Plantae,Magnoliopsida,Proteaceae,Banksia,squarrosa
1401,Rhinonicteris aurantia (Pilbara form),Pilbara LeafNanosed Bat,Vulnerable,Animalia,Mammalia,Rhinonycteridae,Rhinonicteris,aurantia (Pilbara form)
1406,Synaphea sp. Pinjarra (R. Davis 6578),ClubNaleafed Synaphea,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Synaphea,sp. Pinjarra (R. Davis 6578)
1407,Synaphea sp. Fairbridge Farm (D. Papenfus 696),Selena's Synaphea,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Synaphea,sp. Fairbridge Farm (D. Papenfus 696)
1410,Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Animalia,Aves,Laridae,Sternula,nereis
1414,Leucopogon spectabilis,Ironstone BeardNaheath,Critically Endangered,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,spectabilis
1415,Banksia fuscobractea,DarkNabract Banksia,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Banksia,fuscobractea
1423,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Animalia,Reptilia,Scincidae,Liopholis,kintorei
1425,Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay RockNaskink",Vulnerable,Animalia,Reptilia,Scincidae,Liopholis,pulchra
1427,Darwinia foetida,Muchea Bell,Critically Endangered,Plantae,Magnoliopsida,Myrtaceae,Darwinia,foetida
1428,Darwinia nubigena,"Success Bell, Red Mountain Bell",Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Darwinia,nubigena
1429,Darwinia polychroma,Harlequin Bell,Endangered,Plantae,Magnoliopsida,Myrtaceae,Darwinia,polychroma
1430,Darwinia whicherensis,Abba Bell,Endangered,Plantae,Magnoliopsida,Myrtaceae,Darwinia,whicherensis
1434,Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Plantae,Magnoliopsida,Sterculiaceae,Lysiosepalum,abollatum
1446,Acanthophis hawkei,Plains Death Adder,Vulnerable,Animalia,Reptilia,Elapidae,Acanthophis,hawkei
1452,Patersonia spirifolia,SpiralNaleaved Patersonia,Endangered,Plantae,Liliopsida,Iridaceae,Patersonia,spirifolia
1462,Pezoporus flaviventris,"Western Ground Parrot, Kyloring",Critically Endangered,Animalia,Aves,Psittacidae,Pezoporus,flaviventris
1469,Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Grrenhood",Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,sinuata
1470,Caladenia graniticola,"Pingaring SpiderNaorchid, Granite SpiderNaorchid",Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,graniticola
1471,Grevillea brachystylis subsp. grandis,LargeNaflowered ShortNastyled Grevillea,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Grevillea,brachystylis
1472,Ornduffia calthifolia,Mountain Villarsia,Endangered,Plantae,Magnoliopsida,Menyanthaceae,Ornduffia,calthifolia
1473,Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Plantae,Magnoliopsida,Stylidiaceae,Stylidium,coroniforme
1474,Acacia woodmaniorum,Woodman's Wattle,Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,woodmaniorum
1477,Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Animalia,Chondrichthyes,Sphyrnidae,Sphyrna,lewini
1480,Lerista nevinae,Nevin's Slider,Endangered,Animalia,Reptilia,Scincidae,Lerista,nevinae
1491,Westralunio carteri,"Carter's Freshwater Mussel, Freshwater Mussel",Vulnerable,Animalia,Bivalvia,Hyriidae,Westralunio,carteri
1496,Limosa lapponica baueri,"BarNatailed Godwit (baueri), Western Alaskan BarNatailed Godwit",Vulnerable,Animalia,Aves,Scolopacidae,Limosa,lapponica
1497,Androcalva perlaria,PearlNalike Androcalva,Endangered,Plantae,Magnoliopsida,Malvaceae,Androcalva,perlaria
1498,Commersonia erythrogyna,Trigwell's Rulingia,Endangered,Plantae,Magnoliopsida,Malvaceae,Commersonia,erythrogyna
1499,Limosa lapponica menzbieri,"Northern Siberian BarNatailed Godwit, BarNatailed Godwit (menzbieri)",Critically Endangered,Animalia,Aves,Scolopacidae,Limosa,lapponica
1512,Eremophila koobabbiensis,"Koobabbie Eremophila, Koobabbie Poverty Bush",Critically Endangered,Plantae,Magnoliopsida,Scrophulariaceae,Eremophila,koobabbiensis
1516,Pseudococcus markharveyi,Banksia montana mealybug,Critically Endangered,Animalia,Insecta,Pseudococcidae,Pseudococcus,markharveyi
1517,Kumonga exleyi,Cape Range Remipede,Vulnerable,Animalia,Remipedia,Kumongidae,Kumonga,exleyi
1518,Commersonia apella,ManyNaflowered Commersonia,Critically Endangered,Plantae,Magnoliopsida,Malvaceae,Commersonia,apella
1521,Paracaleana dixonii,Sandplain Duck Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Paracaleana,dixonii
1530,Duma horrida subsp. abdita,Remote Thorny Lignum,Critically Endangered,Plantae,Magnoliopsida,Polygonaceae,Duma,horrida
1536,Petrogale concinna monastria,Nabarlek (Kimberley),Endangered,Animalia,Mammalia,Macropodidae,Petrogale,concinna
1540,Mesembriomys gouldii gouldii,"BlackNafooted TreeNarat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Animalia,Mammalia,Muridae,Mesembriomys,gouldii
1549,Trioza barrettae,Banksia brownii plant louse,Endangered,Animalia,Insecta,Triozidae,Trioza,barrettae
1550,Androcalva bivillosa,Straggling Androcalva,Critically Endangered,Plantae,Magnoliopsida,Malvaceae,Androcalva,bivillosa
1551,Stylidium applanatum,FlatNaleaved Triggerplant,Critically Endangered,Plantae,Magnoliopsida,Stylidiaceae,Stylidium,applanatum
1552,Chamelaucium sp. S coastal plain (R.D.Royce 4872),Royce's Waxflower,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Chamelaucium,sp. S coastal plain (R.D.Royce 4872)
1553,Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,x balanites
1554,Eucalyptus x phylacis,Meelup Mallee,Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,x phylacis
1557,Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous HareNaWallaby (Central Australia)",Endangered,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1559,Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1562,Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,hopperiana
1563,Caladenia leucochila,Collie Spider Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,leucochila
1568,Nannoperca pygmaea,Little Pygmy Perch,Endangered,Animalia,Actinopterygii,Percichthyidae,Nannoperca,pygmaea
1569,Phascogale tapoatafa kimberleyensis,"Kimberley brushNatailed phascogale, BrushNatailed Phascogale (Kimberley)",Vulnerable,Animalia,Mammalia,Dasyuridae,Phascogale,tapoatafa
1571,Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, BlackNastripe Minnow",Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxiella,nigrostriata
1573,Chamelaucium sp. Gingin (N.G.Marchant 6),Gingin Wax,Endangered,Plantae,Magnoliopsida,Myrtaceae,Chamelaucium,sp. Gingin (N.G.Marchant 6)
1575,Seringia exastia,Fringed FireNabush,Critically Endangered,Plantae,Magnoliopsida,Malvaceae,Seringia,exastia
1579,Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Animalia,Arachnida,Migidae,Bertmainius,colonus
1580,Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Animalia,Arachnida,Migidae,Bertmainius,tingle
1581,Gastrolobium argyrotrichum,Metricup Pea,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,argyrotrichum
1582,Diomedea epomophora,Southern Royal Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,epomophora
1583,Diomedea exulans,Wandering Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,exulans
1584,Thalassarche cauta,Shy Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,cauta
1585,Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Animalia,Mammalia,Macropodidae,Osphranter,robustus
1586,Hibbertia abyssus,Bandalup Buttercup,Critically Endangered,Plantae,Magnoliopsida,Dilleniaceae,Hibbertia,abyssus
1589,Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Plantae,Magnoliopsida,Stylidiaceae,Stylidium,asymmetricum  
1590,Rhizanthella johnstonii,South Coast Underground Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Rhizanthella,johnstonii
1591,Galaxias truttaceus (Western Australian population),Western Trout Minnow,Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxias,truttaceus (Western Australian population)
1595,Petrogale lateralis kimberleyensis,"Wiliji, West Kimberley RockNawallaby",Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
